tstep,mn,dy,hr,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
401,4,11,0,1.55288627E+26,1.40393868E+26,1.56097507E+26,1.45578711E+26,1.58787086E+26,1.26350357E+26,1.27577090E+26,1.42959456E+26,1.53222172E+26,1.64515723E+26,1.22495432E+26,1.67212534E+26,1.45404753E+26,1.64670890E+26,1.67155252E+26,1.40620138E+26,1.66549138E+26,1.55115794E+26,1.75502004E+26,1.63953060E+26,1.52078692E+26,1.38959307E+26,1.40024442E+26,1.55148592E+26,1.65233116E+26,1.72912615E+26,1.51867226E+26,1.55851591E+26,1.71656825E+26,1.43978661E+26,1.59997463E+26,1.81570549E+26
402,4,11,6,1.55014776E+26,1.38235590E+26,1.55627490E+26,1.44538912E+26,1.57549082E+26,1.27011503E+26,1.27384081E+26,1.42570231E+26,1.51530862E+26,1.64359689E+26,1.22497748E+26,1.67086168E+26,1.44274335E+26,1.63752771E+26,1.66561204E+26,1.39775092E+26,1.65919468E+26,1.54281761E+26,1.75260218E+26,1.63446380E+26,1.51709103E+26,1.39510603E+26,1.39081785E+26,1.54320545E+26,1.64327506E+26,1.71347880E+26,1.51343914E+26,1.53858677E+26,1.70512335E+26,1.42534706E+26,1.60227659E+26,1.81009513E+26
403,4,11,12,1.54713117E+26,1.38942879E+26,1.57807749E+26,1.44951792E+26,1.58354461E+26,1.28307357E+26,1.28464095E+26,1.42954893E+26,1.52249878E+26,1.65525285E+26,1.23915715E+26,1.69035250E+26,1.45345157E+26,1.65061241E+26,1.66433419E+26,1.39668859E+26,1.67162128E+26,1.55128213E+26,1.76398819E+26,1.64505807E+26,1.52189560E+26,1.41174292E+26,1.38509478E+26,1.54715757E+26,1.64686821E+26,1.71056115E+26,1.51812008E+26,1.53943502E+26,1.69969380E+26,1.42570282E+26,1.61190370E+26,1.81338197E+26
404,4,11,18,1.54539127E+26,1.38275214E+26,1.57810883E+26,1.44857854E+26,1.56668244E+26,1.29077258E+26,1.28899698E+26,1.42827841E+26,1.51661780E+26,1.65859726E+26,1.23604569E+26,1.69517609E+26,1.44381560E+26,1.64432285E+26,1.65904654E+26,1.39617795E+26,1.67540853E+26,1.54440548E+26,1.77101808E+26,1.64564935E+26,1.52578229E+26,1.42164760E+26,1.38084469E+26,1.54442660E+26,1.64352303E+26,1.70195971E+26,1.52213523E+26,1.52659204E+26,1.69502119E+26,1.41320186E+26,1.61816011E+26,1.81000360E+26
405,4,12,0,1.54606129E+26,1.38375019E+26,1.58664130E+26,1.44990561E+26,1.56306225E+26,1.30411475E+26,1.29706948E+26,1.43063502E+26,1.51413813E+26,1.66975616E+26,1.24571732E+26,1.69714474E+26,1.44728357E+26,1.65510783E+26,1.65387260E+26,1.40617837E+26,1.68510983E+26,1.54254294E+26,1.77694778E+26,1.64884582E+26,1.53608945E+26,1.42948344E+26,1.37375874E+26,1.54084604E+26,1.64240366E+26,1.69489869E+26,1.52373668E+26,1.52685826E+26,1.69302334E+26,1.40925824E+26,1.62056105E+26,1.81559015E+26
406,4,12,6,1.54412432E+26,1.37179071E+26,1.57535802E+26,1.44369405E+26,1.54291663E+26,1.29897280E+26,1.29651828E+26,1.42748877E+26,1.49967109E+26,1.67010036E+26,1.24109823E+26,1.69212016E+26,1.44011473E+26,1.65394464E+26,1.64702309E+26,1.40085305E+26,1.67942241E+26,1.53102671E+26,1.77185505E+26,1.64033800E+26,1.53701892E+26,1.43578428E+26,1.36719398E+26,1.53688163E+26,1.62955523E+26,1.67734667E+26,1.52980796E+26,1.51744797E+26,1.68787772E+26,1.40005168E+26,1.61202109E+26,1.81756400E+26
407,4,12,12,1.55295515E+26,1.37853174E+26,1.58795061E+26,1.44798942E+26,1.54741553E+26,1.31147219E+26,1.30339491E+26,1.43312953E+26,1.49924190E+26,1.67938163E+26,1.25845110E+26,1.70616844E+26,1.45369465E+26,1.67017360E+26,1.65106924E+26,1.41626768E+26,1.68822247E+26,1.53381704E+26,1.78729372E+26,1.64515522E+26,1.55251918E+26,1.44835618E+26,1.36861123E+26,1.54002459E+26,1.62775511E+26,1.67971066E+26,1.54099714E+26,1.51863307E+26,1.69530514E+26,1.40706255E+26,1.61628607E+26,1.82904116E+26
408,4,12,18,1.56080655E+26,1.37462685E+26,1.58582638E+26,1.45168437E+26,1.52966536E+26,1.31756255E+26,1.30318660E+26,1.43192440E+26,1.48642249E+26,1.68508669E+26,1.26211315E+26,1.70289780E+26,1.44447225E+26,1.67253011E+26,1.64718697E+26,1.42023241E+26,1.68967604E+26,1.53322358E+26,1.79288247E+26,1.63472671E+26,1.55984380E+26,1.45748498E+26,1.36519884E+26,1.53475982E+26,1.62087682E+26,1.67247201E+26,1.55011162E+26,1.51063637E+26,1.69531988E+26,1.39999917E+26,1.61326356E+26,1.82962044E+26
409,4,13,0,1.56442677E+26,1.36853501E+26,1.59457926E+26,1.44857718E+26,1.52457052E+26,1.31990903E+26,1.31383254E+26,1.43416043E+26,1.48169063E+26,1.68715173E+26,1.27365313E+26,1.71147460E+26,1.45079133E+26,1.68687197E+26,1.64728175E+26,1.42522396E+26,1.69266231E+26,1.52840738E+26,1.79510985E+26,1.63612255E+26,1.56896660E+26,1.46652052E+26,1.36591996E+26,1.52173497E+26,1.61735002E+26,1.66988687E+26,1.56369652E+26,1.51545815E+26,1.69835399E+26,1.40235378E+26,1.60940781E+26,1.83550205E+26
410,4,13,6,1.56998896E+26,1.36129586E+26,1.58722768E+26,1.44065906E+26,1.51105849E+26,1.31491185E+26,1.31297613E+26,1.42896580E+26,1.46363190E+26,1.68906525E+26,1.27776048E+26,1.70315014E+26,1.44151537E+26,1.69042556E+26,1.64262107E+26,1.42382911E+26,1.68421321E+26,1.52143747E+26,1.79773103E+26,1.62354318E+26,1.56895501E+26,1.46597356E+26,1.35980076E+26,1.50927519E+26,1.60551828E+26,1.65561634E+26,1.56693900E+26,1.50861435E+26,1.69269294E+26,1.39379750E+26,1.60259517E+26,1.83239431E+26
411,4,13,12,1.58101567E+26,1.37102342E+26,1.59678040E+26,1.45221012E+26,1.51585183E+26,1.32407881E+26,1.32301218E+26,1.43578079E+26,1.46714833E+26,1.70005467E+26,1.29884143E+26,1.71249724E+26,1.45712347E+26,1.70862240E+26,1.65535864E+26,1.43035628E+26,1.68791913E+26,1.52868762E+26,1.80825021E+26,1.62303907E+26,1.57798583E+26,1.47812410E+26,1.36173099E+26,1.50599230E+26,1.60397221E+26,1.66366414E+26,1.57341767E+26,1.51030070E+26,1.69473006E+26,1.40322266E+26,1.60627852E+26,1.83731206E+26
412,4,13,18,1.59312176E+26,1.36343845E+26,1.59527795E+26,1.44579888E+26,1.50505767E+26,1.32366029E+26,1.32985180E+26,1.43003064E+26,1.45821113E+26,1.70295923E+26,1.30607490E+26,1.71323056E+26,1.45126777E+26,1.71468236E+26,1.65105142E+26,1.42580356E+26,1.67999836E+26,1.52045336E+26,1.81236721E+26,1.61809721E+26,1.57366454E+26,1.48487943E+26,1.36072577E+26,1.50069050E+26,1.60285591E+26,1.66305943E+26,1.58539369E+26,1.50694905E+26,1.68568785E+26,1.39573346E+26,1.60256256E+26,1.83568319E+26
413,4,14,0,1.60256623E+26,1.37173184E+26,1.59725803E+26,1.45254617E+26,1.50306761E+26,1.33040592E+26,1.33719740E+26,1.43233991E+26,1.45316589E+26,1.70034047E+26,1.31782444E+26,1.71927409E+26,1.45700605E+26,1.73564894E+26,1.65116317E+26,1.42454198E+26,1.67126098E+26,1.51514214E+26,1.81848430E+26,1.62260809E+26,1.57814572E+26,1.49218469E+26,1.36347015E+26,1.48674219E+26,1.59692778E+26,1.67007044E+26,1.59513689E+26,1.50676295E+26,1.67754524E+26,1.40448778E+26,1.61094064E+26,1.84226410E+26
414,4,14,6,1.60042741E+26,1.36881267E+26,1.59196926E+26,1.44916204E+26,1.49030511E+26,1.32130952E+26,1.33575548E+26,1.42064264E+26,1.43986891E+26,1.69758105E+26,1.31944908E+26,1.71347732E+26,1.44103869E+26,1.73751934E+26,1.64262627E+26,1.41206519E+26,1.66541793E+26,1.49813493E+26,1.81586734E+26,1.62256906E+26,1.56409421E+26,1.49514749E+26,1.35568828E+26,1.48342001E+26,1.59278094E+26,1.66052576E+26,1.60079628E+26,1.49569327E+26,1.66332332E+26,1.39845459E+26,1.61031744E+26,1.83863953E+26
415,4,14,12,1.61044191E+26,1.38110153E+26,1.59904510E+26,1.46153231E+26,1.51035068E+26,1.32554271E+26,1.35231181E+26,1.42687085E+26,1.44999153E+26,1.69989297E+26,1.33767667E+26,1.72239190E+26,1.44847274E+26,1.75351979E+26,1.64536974E+26,1.41805574E+26,1.65869832E+26,1.49712763E+26,1.82760023E+26,1.62635474E+26,1.56963100E+26,1.49793310E+26,1.35793715E+26,1.48544040E+26,1.58756322E+26,1.66694686E+26,1.60448644E+26,1.49549284E+26,1.65297723E+26,1.41437099E+26,1.62831807E+26,1.85007739E+26
416,4,14,18,1.61650687E+26,1.38214663E+26,1.59807272E+26,1.45756953E+26,1.50185876E+26,1.32009837E+26,1.35831761E+26,1.43341938E+26,1.44265514E+26,1.68669557E+26,1.33909161E+26,1.71577287E+26,1.43200328E+26,1.76076227E+26,1.64040121E+26,1.41320809E+26,1.65246735E+26,1.48926970E+26,1.82440152E+26,1.62988286E+26,1.56082412E+26,1.50337286E+26,1.36305903E+26,1.48852720E+26,1.58564377E+26,1.66664328E+26,1.61420718E+26,1.49394180E+26,1.64342765E+26,1.41644714E+26,1.63530062E+26,1.85737567E+26
417,4,15,0,1.62626527E+26,1.38726729E+26,1.59800200E+26,1.45789826E+26,1.50943294E+26,1.32389066E+26,1.36345516E+26,1.44961383E+26,1.44233608E+26,1.67659101E+26,1.34678613E+26,1.72222176E+26,1.44410997E+26,1.76811447E+26,1.64069289E+26,1.41784728E+26,1.64925031E+26,1.48192478E+26,1.81996239E+26,1.62506694E+26,1.55934119E+26,1.50620371E+26,1.36531468E+26,1.48542274E+26,1.58035826E+26,1.66644868E+26,1.62440004E+26,1.49290440E+26,1.63748067E+26,1.42484876E+26,1.64223741E+26,1.86293480E+26
418,4,15,6,1.62459993E+26,1.38132513E+26,1.58560843E+26,1.44564773E+26,1.50358027E+26,1.31266095E+26,1.35732682E+26,1.45513604E+26,1.43303033E+26,1.65909890E+26,1.34269509E+26,1.70967890E+26,1.43641510E+26,1.76534726E+26,1.62831795E+26,1.40404133E+26,1.63814287E+26,1.46965628E+26,1.81646863E+26,1.62252718E+26,1.54459303E+26,1.50948055E+26,1.37261729E+26,1.48559653E+26,1.57546883E+26,1.66196485E+26,1.62732017E+26,1.49373349E+26,1.62770565E+26,1.41924649E+26,1.64538134E+26,1.86176606E+26
419,4,15,12,1.64155815E+26,1.39277293E+26,1.58942000E+26,1.45102170E+26,1.51824053E+26,1.31616446E+26,1.36834069E+26,1.46213286E+26,1.44409548E+26,1.65259583E+26,1.36384860E+26,1.72082808E+26,1.44000040E+26,1.78317122E+26,1.62804884E+26,1.41453961E+26,1.64142429E+26,1.46747788E+26,1.81821699E+26,1.62483281E+26,1.54834058E+26,1.52070638E+26,1.38723089E+26,1.49161098E+26,1.57208337E+26,1.66717667E+26,1.64411837E+26,1.49792766E+26,1.63136841E+26,1.43139860E+26,1.65446022E+26,1.86934177E+26
420,4,15,18,1.64832548E+26,1.39674928E+26,1.58370286E+26,1.44069387E+26,1.51772588E+26,1.30636156E+26,1.36723416E+26,1.46776493E+26,1.43137610E+26,1.63797785E+26,1.36363924E+26,1.71637691E+26,1.43132988E+26,1.78280944E+26,1.62355754E+26,1.41238981E+26,1.63625539E+26,1.46177240E+26,1.82028231E+26,1.63011743E+26,1.54316634E+26,1.52623404E+26,1.40122080E+26,1.49688207E+26,1.56500195E+26,1.67080048E+26,1.65262716E+26,1.49360962E+26,1.63276786E+26,1.43110186E+26,1.65810973E+26,1.86964133E+26
421,4,16,0,1.66469297E+26,1.39595801E+26,1.58473224E+26,1.44307062E+26,1.52838622E+26,1.30413462E+26,1.36788567E+26,1.48197922E+26,1.42919241E+26,1.62331325E+26,1.37298312E+26,1.71732090E+26,1.43463622E+26,1.79236762E+26,1.62899264E+26,1.41932892E+26,1.64140071E+26,1.45495115E+26,1.82201121E+26,1.62066993E+26,1.53917118E+26,1.53381254E+26,1.41230598E+26,1.50107973E+26,1.55618758E+26,1.67221205E+26,1.66735505E+26,1.49582310E+26,1.63075924E+26,1.43376381E+26,1.66022573E+26,1.87409836E+26
422,4,16,6,1.65820982E+26,1.39607801E+26,1.57636791E+26,1.42988759E+26,1.52126508E+26,1.29869890E+26,1.36055520E+26,1.48091442E+26,1.42110487E+26,1.61631031E+26,1.36057379E+26,1.70344520E+26,1.42211240E+26,1.79063713E+26,1.61571308E+26,1.41698287E+26,1.63291309E+26,1.44547269E+26,1.82062450E+26,1.61142220E+26,1.53651781E+26,1.53559760E+26,1.41611024E+26,1.50103973E+26,1.54305629E+26,1.66513334E+26,1.67435197E+26,1.49466884E+26,1.62554100E+26,1.42478223E+26,1.65771965E+26,1.87160804E+26
423,4,16,12,1.66996662E+26,1.40487219E+26,1.58755484E+26,1.43104478E+26,1.53433320E+26,1.30111474E+26,1.37358371E+26,1.48750412E+26,1.42719414E+26,1.62191337E+26,1.37331873E+26,1.71610469E+26,1.42564841E+26,1.79234492E+26,1.62053509E+26,1.43084289E+26,1.64210650E+26,1.45720341E+26,1.82248830E+26,1.62069196E+26,1.53944431E+26,1.54167497E+26,1.42724690E+26,1.51105368E+26,1.53157368E+26,1.66348787E+26,1.68751121E+26,1.50652220E+26,1.62544439E+26,1.43726692E+26,1.66203768E+26,1.87955792E+26
424,4,16,18,1.67261231E+26,1.39892534E+26,1.58052399E+26,1.42209216E+26,1.53084236E+26,1.29263393E+26,1.37386211E+26,1.48671348E+26,1.42249272E+26,1.61816867E+26,1.36735063E+26,1.70548700E+26,1.41365198E+26,1.78941074E+26,1.61951357E+26,1.43116482E+26,1.64619362E+26,1.45209477E+26,1.82427301E+26,1.61516689E+26,1.54060908E+26,1.54382810E+26,1.43973926E+26,1.51467153E+26,1.51753856E+26,1.65924517E+26,1.69225207E+26,1.50674038E+26,1.61980954E+26,1.43829234E+26,1.65936686E+26,1.88335179E+26
425,4,17,0,1.68481810E+26,1.40149020E+26,1.58392763E+26,1.42749707E+26,1.54023307E+26,1.29558608E+26,1.37506141E+26,1.49663718E+26,1.43053543E+26,1.61705819E+26,1.38090114E+26,1.70556043E+26,1.41675924E+26,1.78974126E+26,1.63040925E+26,1.43776223E+26,1.65230335E+26,1.45339186E+26,1.82656152E+26,1.61207508E+26,1.54563717E+26,1.54488494E+26,1.44806552E+26,1.51919254E+26,1.50708397E+26,1.65059672E+26,1.70558274E+26,1.51320244E+26,1.61767340E+26,1.45000247E+26,1.66685070E+26,1.89110107E+26
426,4,17,6,1.67968568E+26,1.39302183E+26,1.57109815E+26,1.41713750E+26,1.53219592E+26,1.28994398E+26,1.36113379E+26,1.48185078E+26,1.41595766E+26,1.61968565E+26,1.36896248E+26,1.69186669E+26,1.40400995E+26,1.77772759E+26,1.61664334E+26,1.44087771E+26,1.65094474E+26,1.44997192E+26,1.82033682E+26,1.60973496E+26,1.54237951E+26,1.54210872E+26,1.45504393E+26,1.52283002E+26,1.48847292E+26,1.64025291E+26,1.70852479E+26,1.50990695E+26,1.60824069E+26,1.45065363E+26,1.66463258E+26,1.89084022E+26
427,4,17,12,1.69310042E+26,1.39108999E+26,1.58691100E+26,1.42009716E+26,1.54251866E+26,1.29148887E+26,1.36959533E+26,1.48277178E+26,1.43215897E+26,1.62370796E+26,1.38858456E+26,1.70222858E+26,1.40734171E+26,1.78756448E+26,1.61884206E+26,1.44632531E+26,1.66494101E+26,1.45683737E+26,1.82470847E+26,1.62499707E+26,1.55046613E+26,1.54640702E+26,1.46719423E+26,1.52670082E+26,1.48842781E+26,1.63909309E+26,1.72061700E+26,1.51896047E+26,1.61073394E+26,1.46592439E+26,1.67281125E+26,1.90125301E+26
428,4,17,18,1.69471939E+26,1.39323057E+26,1.58734065E+26,1.41437559E+26,1.53694691E+26,1.28764160E+26,1.36029419E+26,1.47323261E+26,1.42774562E+26,1.62648160E+26,1.39538125E+26,1.69609696E+26,1.39206742E+26,1.77407855E+26,1.61022590E+26,1.44862693E+26,1.66210584E+26,1.45697002E+26,1.82459716E+26,1.62849941E+26,1.54707819E+26,1.54605739E+26,1.47918980E+26,1.52776510E+26,1.48315870E+26,1.63654080E+26,1.72622932E+26,1.51889646E+26,1.61086232E+26,1.47269644E+26,1.67326687E+26,1.90608968E+26
429,4,18,0,1.69429179E+26,1.39047007E+26,1.59885254E+26,1.41344047E+26,1.54695723E+26,1.29448855E+26,1.36735284E+26,1.46614678E+26,1.43495134E+26,1.62248653E+26,1.40749647E+26,1.70019366E+26,1.39236343E+26,1.77122352E+26,1.61071744E+26,1.45361802E+26,1.67027310E+26,1.45604770E+26,1.82085915E+26,1.63083035E+26,1.55035825E+26,1.54629477E+26,1.48388832E+26,1.53060795E+26,1.47821870E+26,1.63156275E+26,1.73536671E+26,1.51977666E+26,1.60159703E+26,1.48279105E+26,1.67759063E+26,1.91194942E+26
430,4,18,6,1.69615564E+26,1.38970139E+26,1.59588822E+26,1.40972914E+26,1.53634586E+26,1.29786871E+26,1.36169171E+26,1.44377304E+26,1.43560536E+26,1.60961793E+26,1.40774964E+26,1.69168915E+26,1.37873721E+26,1.75056550E+26,1.59851447E+26,1.45052016E+26,1.65893597E+26,1.44763401E+26,1.81432772E+26,1.62283174E+26,1.54992346E+26,1.54814842E+26,1.48547408E+26,1.52930629E+26,1.46820434E+26,1.62333674E+26,1.73871799E+26,1.51230199E+26,1.59212259E+26,1.48696787E+26,1.67377159E+26,1.90814857E+26
431,4,18,12,1.69714924E+26,1.39094469E+26,1.61372013E+26,1.41594716E+26,1.55435388E+26,1.30726550E+26,1.36497419E+26,1.43833875E+26,1.44542748E+26,1.60183158E+26,1.42210695E+26,1.69709124E+26,1.38957567E+26,1.75590107E+26,1.60284244E+26,1.45440909E+26,1.66352733E+26,1.44966217E+26,1.82055733E+26,1.63284625E+26,1.55620512E+26,1.55810814E+26,1.49629901E+26,1.53765917E+26,1.46924520E+26,1.62480875E+26,1.74855987E+26,1.52306489E+26,1.59470474E+26,1.50316767E+26,1.68167639E+26,1.91864391E+26
432,4,18,18,1.69521358E+26,1.40329686E+26,1.62393936E+26,1.41305446E+26,1.54005891E+26,1.30593306E+26,1.36909385E+26,1.42716899E+26,1.44703469E+26,1.58639725E+26,1.42478344E+26,1.68912506E+26,1.37656950E+26,1.73642658E+26,1.59706941E+26,1.45458108E+26,1.65471209E+26,1.44968715E+26,1.81659016E+26,1.63083166E+26,1.55098337E+26,1.55966108E+26,1.49802757E+26,1.53591898E+26,1.46665991E+26,1.62689284E+26,1.75052188E+26,1.52526818E+26,1.59138450E+26,1.51526098E+26,1.68135635E+26,1.91682282E+26
433,4,19,0,1.69133006E+26,1.41011584E+26,1.62994914E+26,1.41079207E+26,1.55361831E+26,1.31044011E+26,1.37696480E+26,1.42006960E+26,1.44761888E+26,1.57987996E+26,1.43761369E+26,1.68430269E+26,1.38322386E+26,1.72758821E+26,1.59727727E+26,1.46133119E+26,1.64727317E+26,1.44693099E+26,1.81184463E+26,1.63406235E+26,1.55099316E+26,1.55791555E+26,1.49827451E+26,1.53160786E+26,1.46194800E+26,1.62375266E+26,1.75053485E+26,1.52299306E+26,1.58623075E+26,1.52402899E+26,1.68410834E+26,1.91944108E+26
434,4,19,6,1.67883979E+26,1.40888068E+26,1.63587132E+26,1.40670761E+26,1.55518570E+26,1.30635206E+26,1.36581761E+26,1.40904266E+26,1.43583014E+26,1.56970284E+26,1.44660775E+26,1.67906363E+26,1.37379127E+26,1.70440598E+26,1.58815267E+26,1.45980024E+26,1.63546594E+26,1.44788472E+26,1.80143471E+26,1.62704518E+26,1.54808266E+26,1.55474109E+26,1.49359059E+26,1.52801029E+26,1.45086893E+26,1.62137650E+26,1.74988197E+26,1.52241824E+26,1.57680821E+26,1.52842242E+26,1.68027818E+26,1.91767217E+26
435,4,19,12,1.68137199E+26,1.42132235E+26,1.65508938E+26,1.41272665E+26,1.57121749E+26,1.31454115E+26,1.37893729E+26,1.40911829E+26,1.44471935E+26,1.57068988E+26,1.47436732E+26,1.68362404E+26,1.39659329E+26,1.70268706E+26,1.58803651E+26,1.46963252E+26,1.64013611E+26,1.44866276E+26,1.80151403E+26,1.63302426E+26,1.55300253E+26,1.55965860E+26,1.49609504E+26,1.52818204E+26,1.45542547E+26,1.62655836E+26,1.75259633E+26,1.53053332E+26,1.57390516E+26,1.54339099E+26,1.68718722E+26,1.92420764E+26
436,4,19,18,1.67946600E+26,1.43726311E+26,1.65912018E+26,1.40268693E+26,1.56676182E+26,1.31487723E+26,1.37013389E+26,1.40280632E+26,1.43008562E+26,1.56163194E+26,1.48445853E+26,1.67631557E+26,1.39546887E+26,1.68477541E+26,1.58901628E+26,1.47621994E+26,1.63246462E+26,1.44641504E+26,1.79036696E+26,1.63290470E+26,1.55277060E+26,1.55980176E+26,1.48990806E+26,1.52195302E+26,1.45454833E+26,1.63112623E+26,1.75217863E+26,1.53303892E+26,1.56506914E+26,1.54685331E+26,1.68732405E+26,1.91988077E+26
437,4,20,0,1.66867797E+26,1.45012257E+26,1.66325221E+26,1.40548279E+26,1.57708260E+26,1.32474358E+26,1.37208150E+26,1.40545390E+26,1.42946521E+26,1.55996811E+26,1.50063957E+26,1.67614232E+26,1.41202194E+26,1.68397922E+26,1.58392313E+26,1.47794322E+26,1.63244382E+26,1.44318420E+26,1.78363007E+26,1.63711191E+26,1.54912475E+26,1.56112140E+26,1.48280373E+26,1.52506151E+26,1.45445537E+26,1.63376331E+26,1.75268337E+26,1.53351014E+26,1.55959721E+26,1.55553728E+26,1.69021686E+26,1.92054847E+26
438,4,20,6,1.66254105E+26,1.45320412E+26,1.66116149E+26,1.40007929E+26,1.57181655E+26,1.32344332E+26,1.36435787E+26,1.38925782E+26,1.41393528E+26,1.54921553E+26,1.50584164E+26,1.67088299E+26,1.40977633E+26,1.66366784E+26,1.58028747E+26,1.47474222E+26,1.61922455E+26,1.44289940E+26,1.77838075E+26,1.62783331E+26,1.54769361E+26,1.55639302E+26,1.47111688E+26,1.51535835E+26,1.45613423E+26,1.63312863E+26,1.75146167E+26,1.52882074E+26,1.55437956E+26,1.55598170E+26,1.68414455E+26,1.91090714E+26
439,4,20,12,1.66355503E+26,1.46489468E+26,1.66331534E+26,1.41268766E+26,1.59106151E+26,1.33435403E+26,1.37126367E+26,1.39240209E+26,1.42624546E+26,1.55166673E+26,1.52765926E+26,1.67023838E+26,1.43128447E+26,1.67764687E+26,1.58968268E+26,1.47979466E+26,1.61950188E+26,1.45149755E+26,1.77373687E+26,1.63862019E+26,1.54835421E+26,1.56801935E+26,1.46276757E+26,1.51955994E+26,1.46433464E+26,1.63492329E+26,1.75621324E+26,1.53359129E+26,1.55868228E+26,1.56721205E+26,1.69616438E+26,1.91593842E+26
440,4,20,18,1.66075793E+26,1.47219978E+26,1.66452718E+26,1.41703661E+26,1.58553273E+26,1.33928193E+26,1.37593398E+26,1.38681765E+26,1.42311920E+26,1.54477782E+26,1.53374841E+26,1.66806377E+26,1.43909153E+26,1.66346824E+26,1.59554779E+26,1.47832334E+26,1.61364972E+26,1.46104096E+26,1.76572214E+26,1.63799746E+26,1.54780378E+26,1.56860329E+26,1.45699322E+26,1.52016657E+26,1.46643517E+26,1.63095176E+26,1.75817753E+26,1.53642412E+26,1.55744702E+26,1.56980973E+26,1.70016741E+26,1.90986034E+26
441,4,21,0,1.65219621E+26,1.48289243E+26,1.66198647E+26,1.42980944E+26,1.58869015E+26,1.34614644E+26,1.38910939E+26,1.39096599E+26,1.42582275E+26,1.54242571E+26,1.55134114E+26,1.66416591E+26,1.45892739E+26,1.66378357E+26,1.60579412E+26,1.48392097E+26,1.61346177E+26,1.46887826E+26,1.76179191E+26,1.63825570E+26,1.55136039E+26,1.57486915E+26,1.44916221E+26,1.51625059E+26,1.46753899E+26,1.62080870E+26,1.75981667E+26,1.53290607E+26,1.56346157E+26,1.57182848E+26,1.70543435E+26,1.90743242E+26
442,4,21,6,1.64067860E+26,1.48468420E+26,1.65380752E+26,1.43261303E+26,1.57808566E+26,1.34330246E+26,1.38941800E+26,1.38570506E+26,1.42620804E+26,1.53490602E+26,1.55495258E+26,1.65816041E+26,1.46504774E+26,1.65369170E+26,1.61676052E+26,1.48124773E+26,1.60431078E+26,1.46517763E+26,1.74703213E+26,1.63802108E+26,1.54240434E+26,1.57259591E+26,1.43637724E+26,1.50947719E+26,1.46662149E+26,1.60549586E+26,1.75685983E+26,1.53293716E+26,1.55268618E+26,1.57016265E+26,1.70364775E+26,1.89982157E+26
443,4,21,12,1.64026956E+26,1.48724584E+26,1.65290137E+26,1.44582420E+26,1.58676099E+26,1.35502048E+26,1.40636061E+26,1.39230490E+26,1.43664585E+26,1.53440744E+26,1.57453262E+26,1.65780714E+26,1.48467082E+26,1.65946785E+26,1.64485960E+26,1.48292689E+26,1.60534305E+26,1.48054077E+26,1.74189278E+26,1.65109111E+26,1.54588743E+26,1.58003998E+26,1.43655822E+26,1.51159037E+26,1.47050352E+26,1.60369084E+26,1.75909914E+26,1.54105254E+26,1.55541374E+26,1.58291371E+26,1.71305879E+26,1.90089699E+26
444,4,21,18,1.63167947E+26,1.48448487E+26,1.64923747E+26,1.45137338E+26,1.57611450E+26,1.36171157E+26,1.41295800E+26,1.39109703E+26,1.43889873E+26,1.52696894E+26,1.58117760E+26,1.65211196E+26,1.48210080E+26,1.65882685E+26,1.65725366E+26,1.48741929E+26,1.60469271E+26,1.48340822E+26,1.73505084E+26,1.65223334E+26,1.54786203E+26,1.57974769E+26,1.43435737E+26,1.51330078E+26,1.47298098E+26,1.59631396E+26,1.75856219E+26,1.55061382E+26,1.55314012E+26,1.58991319E+26,1.71497206E+26,1.89204684E+26
445,4,22,0,1.62299123E+26,1.48381595E+26,1.64414178E+26,1.47095695E+26,1.57088335E+26,1.36169113E+26,1.41559339E+26,1.40250568E+26,1.44708111E+26,1.52126221E+26,1.59576004E+26,1.65019095E+26,1.48902804E+26,1.65991918E+26,1.67398970E+26,1.49008659E+26,1.60823759E+26,1.48311399E+26,1.72868346E+26,1.64799833E+26,1.55126885E+26,1.57851970E+26,1.43066686E+26,1.51179247E+26,1.47826992E+26,1.59003790E+26,1.76717059E+26,1.56118783E+26,1.55071551E+26,1.59747642E+26,1.72262614E+26,1.89033306E+26
446,4,22,6,1.61157768E+26,1.47365590E+26,1.62966218E+26,1.47159483E+26,1.55525923E+26,1.35595585E+26,1.41735043E+26,1.39959093E+26,1.44551766E+26,1.51346284E+26,1.60043237E+26,1.64183396E+26,1.48407319E+26,1.64889302E+26,1.67352645E+26,1.48879979E+26,1.60849348E+26,1.47661333E+26,1.71938816E+26,1.64471669E+26,1.55273439E+26,1.57469526E+26,1.42301576E+26,1.50847364E+26,1.48134562E+26,1.57117746E+26,1.76362190E+26,1.56445910E+26,1.54197248E+26,1.59887267E+26,1.72035260E+26,1.87742158E+26
