mn,dy,hr,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
3,23,12,0.497912192,-0.873851042,-0.483057596,-0.682082099,1.246671057,-1.137438346,-0.28907399,-2.041847222,0.579500442,-0.646500835,-1.796206701,1.876050911,-0.296891127,1.80908118,0.094790668,-0.662046506,0.14419074,-0.631391934,2.202234534,0.630649924,-0.091454208,-1.597835762,-0.72119375,0.372922602,0.073225935,1.561697737,0.268121054,0.333023496,-0.321317216,-0.104939734,0.25315031,0.433905282
3,23,18,0.471672797,-0.831653167,-0.553853599,-0.648766726,1.254797749,-1.185316846,-0.351235659,-1.982631584,0.552837613,-0.665263098,-1.85707594,1.811256967,-0.384280518,1.78651675,0.095961438,-0.672002238,0.126333594,-0.623747427,2.197739861,0.616254661,-0.103918482,-1.566041765,-0.694363189,0.429449878,0.096639345,1.628397539,0.350351902,0.40658521,-0.303360624,-0.081890596,0.233731753,0.446874399
3,24,0,0.391228621,-0.842540716,-0.591942407,-0.646437161,1.264006142,-1.207297448,-0.379033138,-1.940540827,0.551354379,-0.595007047,-1.862592498,1.804973472,-0.371736427,1.801029569,0.093150775,-0.643411439,0.145555778,-0.586854744,2.15255726,0.569410741,-0.169013288,-1.596230613,-0.717979004,0.414324026,0.055483397,1.685365881,0.411092822,0.483973635,-0.316333772,-0.031987503,0.17734372,0.498087812
3,24,6,0.327745008,-0.781796354,-0.607661312,-0.640079093,1.303887023,-1.256599102,-0.364870679,-1.886281192,0.559567121,-0.551704686,-1.892629008,1.773205567,-0.427714745,1.736548584,0.093184862,-0.687298843,0.113592367,-0.553232051,2.135564124,0.518860767,-0.220772403,-1.612714193,-0.728163119,0.445442834,0.063395757,1.759751387,0.498502716,0.504225239,-0.313712999,0.035376396,0.15063787,0.505742158
3,24,12,0.291908931,-0.742723034,-0.668463245,-0.678670476,1.336679201,-1.295405232,-0.413304459,-1.854697914,0.569292588,-0.498171417,-1.883955376,1.773933918,-0.377621108,1.667847608,0.054806052,-0.676970531,0.166157524,-0.554520108,2.110539264,0.484478317,-0.27501767,-1.635617043,-0.7455571,0.4192993,0.058240814,1.775400661,0.524568213,0.557545767,-0.300741255,0.081901399,0.124381288,0.604455122
3,24,18,0.202448797,-0.699889826,-0.649201919,-0.711784715,1.377707888,-1.357728913,-0.416959472,-1.78196814,0.524754653,-0.491788089,-1.938700631,1.732618529,-0.427226428,1.637825581,0.037796757,-0.699752735,0.145831481,-0.537970406,2.085153829,0.454181419,-0.278211991,-1.620379176,-0.699962442,0.436478617,0.074684372,1.829790159,0.57810145,0.586280253,-0.263206455,0.131202263,0.073024196,0.666851096
3,25,0,0.121155411,-0.67646867,-0.639188222,-0.687847092,1.431738929,-1.40393305,-0.453757151,-1.729123811,0.491075564,-0.387849163,-1.959271427,1.755859544,-0.411761133,1.62344396,0.034371907,-0.701297709,0.162656668,-0.584188106,2.012392578,0.42173814,-0.322407731,-1.6187915,-0.679937589,0.374499828,0.024480533,1.87461751,0.571957564,0.620971606,-0.245045688,0.169415249,0.051118825,0.759374227
3,25,6,0.040537494,-0.630594168,-0.657806879,-0.749993376,1.418296711,-1.46981654,-0.405717419,-1.65889993,0.508039205,-0.371569977,-1.999323644,1.717999782,-0.442558943,1.601869848,0.024920886,-0.693118058,0.144926976,-0.62200737,2.000567569,0.404508801,-0.297910392,-1.571500448,-0.65101767,0.349781051,0.044844911,1.928767735,0.579310115,0.633611423,-0.243099046,0.22078061,0.019497055,0.826673686
3,25,12,-0.016448966,-0.583038586,-0.642458721,-0.776457052,1.471656471,-1.563417195,-0.404793674,-1.570483881,0.460061295,-0.291829054,-2.022107609,1.74549032,-0.419395391,1.58418129,0.039856661,-0.618398585,0.193156656,-0.654320983,1.952885256,0.40701574,-0.338852968,-1.611128363,-0.617116288,0.314709259,0.026516559,1.889229834,0.500045521,0.681009232,-0.274703621,0.215585551,-0.004274702,0.927825994
3,25,18,-0.128154546,-0.499546665,-0.633161075,-0.778330556,1.452059172,-1.600478694,-0.392449029,-1.521658507,0.440258971,-0.263932681,-2.076303699,1.69552964,-0.427941463,1.519461366,0.047189454,-0.588790176,0.137679328,-0.709195888,1.941152976,0.455320622,-0.354657005,-1.631323296,-0.531198032,0.311530571,0.078045576,1.930358961,0.499040901,0.718887357,-0.291703869,0.223125521,-0.021144539,1.000329303
3,26,0,-0.183683931,-0.416720231,-0.637786037,-0.837323366,1.402412964,-1.666459093,-0.419750305,-1.452447958,0.416621043,-0.193306278,-2.093790206,1.682406746,-0.41233072,1.49167987,0.072098556,-0.488187412,0.153708862,-0.756438804,1.908014701,0.477054352,-0.338524017,-1.645567982,-0.536736574,0.291760383,0.080052231,1.964249296,0.473650171,0.770012327,-0.30189525,0.20326841,-0.061154585,1.055112836
3,26,6,-0.210760294,-0.303382153,-0.611557695,-0.861217682,1.356834549,-1.74926448,-0.416559592,-1.394615019,0.3951514,-0.139866419,-2.136960781,1.609703623,-0.372492542,1.484914245,0.083962809,-0.506265915,0.125039245,-0.796017471,1.89098421,0.46997642,-0.329330973,-1.665410658,-0.487313383,0.302505184,0.121062397,2.002370714,0.451570189,0.782896079,-0.323727268,0.216228098,-0.05402658,1.065569743
3,26,12,-0.226045037,-0.266262788,-0.617232388,-0.858056873,1.383211813,-1.791321001,-0.449773211,-1.332205917,0.342423416,-0.072799169,-2.142672455,1.598649754,-0.312718655,1.455915658,0.116238487,-0.472621756,0.112912108,-0.796166447,1.895837014,0.516414614,-0.352398118,-1.672097188,-0.535725664,0.283260632,0.14335838,2.011357538,0.385728419,0.761636109,-0.348868778,0.199177088,-0.047494885,1.088339302
3,26,18,-0.253961229,-0.184324823,-0.65536722,-0.816978133,1.340286375,-1.827880468,-0.471227059,-1.281169514,0.250594503,-0.007621033,-2.173974931,1.533402235,-0.283098858,1.419438554,0.120996156,-0.490679127,0.107015603,-0.771158195,1.890739051,0.522768911,-0.332519157,-1.739230342,-0.520657551,0.344756379,0.183100606,2.036203583,0.37500561,0.755752788,-0.357367225,0.19393865,-0.035982942,1.129198803
3,27,0,-0.265424746,-0.12383958,-0.681423677,-0.848068088,1.329402999,-1.858947283,-0.550652226,-1.193745989,0.174203001,0.055186511,-2.123782453,1.508822965,-0.263408541,1.420229741,0.141457455,-0.552143008,0.117135054,-0.726000899,1.912544853,0.506042571,-0.30972614,-1.806644161,-0.535033918,0.352997677,0.227369799,2.039738682,0.369938601,0.752475737,-0.349315741,0.185267614,-0.022725396,1.118068586
3,27,6,-0.235455234,-0.080255594,-0.665245472,-0.883875073,1.33032928,-1.881547637,-0.561771867,-1.16161757,0.129064024,0.096376331,-2.101878961,1.452600767,-0.225529358,1.438125618,0.142290743,-0.633417443,0.098240634,-0.690330184,1.916267865,0.513124266,-0.271506447,-1.851514043,-0.500656511,0.377888731,0.241944233,2.049656828,0.333274636,0.705487508,-0.387503573,0.182470955,-0.004734235,1.129696781
3,27,12,-0.250135991,-0.078192188,-0.709982868,-0.876868588,1.409966653,-1.894816427,-0.63300067,-1.13467597,0.049005194,0.170476797,-2.035548062,1.44084209,-0.204482383,1.451810365,0.138913212,-0.69126981,0.16019617,-0.66082255,1.896182869,0.475868047,-0.251473425,-1.876016861,-0.539845345,0.364534169,0.27917859,2.026308453,0.272100888,0.692309119,-0.346612631,0.166535798,0.042346841,1.147168512
3,27,18,-0.252889456,0.005006104,-0.72192492,-0.870794941,1.414189414,-1.927126673,-0.661217449,-1.088535329,-0.02164452,0.211641649,-2.058608877,1.374436883,-0.237480153,1.444857729,0.124209057,-0.775553998,0.169671451,-0.582722167,1.920681362,0.434046347,-0.222190679,-1.871306056,-0.530556666,0.381101563,0.302514831,1.977327677,0.301315454,0.70194938,-0.359578869,0.171584941,0.057201778,1.190395134
3,28,0,-0.290277936,0.048423023,-0.781089387,-0.873928108,1.465303989,-1.939165867,-0.703250381,-1.009948678,-0.082837867,0.252847264,-2.079648857,1.352120126,-0.197041841,1.456500766,0.120044627,-0.787609748,0.264096499,-0.513258355,1.886069249,0.396552844,-0.231070042,-1.877483907,-0.552426436,0.313117662,0.322726453,1.914662091,0.300619496,0.733645695,-0.361417667,0.172458752,0.053497749,1.227768793
3,28,6,-0.258063471,0.12442731,-0.761040611,-0.843603213,1.496383259,-1.96852067,-0.715722367,-1.015710697,-0.126820931,0.237467109,-2.134171681,1.270524109,-0.175010514,1.447811199,0.123843941,-0.91333421,0.210283573,-0.434352311,1.88660997,0.413321527,-0.197514609,-1.825089953,-0.532612482,0.303888797,0.321261001,1.84615616,0.296266033,0.782692334,-0.371558982,0.194865565,0.031515799,1.285809018
3,28,12,-0.270596894,0.069299863,-0.784636273,-0.883045753,1.569962627,-1.963452977,-0.777880374,-1.02935982,-0.162454753,0.288540164,-2.196965308,1.206435901,-0.182124241,1.486060365,0.159928175,-0.859372235,0.301392793,-0.357532635,1.835242371,0.478244095,-0.252632956,-1.754630534,-0.537849939,0.252405945,0.311653991,1.764964446,0.269824097,0.805754253,-0.371713055,0.232526236,0.046329689,1.305682738
3,28,18,-0.276219659,0.114626812,-0.784338332,-0.800900447,1.543982145,-1.982782774,-0.801758815,-1.024930716,-0.219354334,0.331997555,-2.295134114,1.13538481,-0.232489141,1.449277137,0.178246566,-0.911332994,0.32826811,-0.279761043,1.828246523,0.52587314,-0.226017001,-1.715658816,-0.519706267,0.273688407,0.341491678,1.691535395,0.24666651,0.812796655,-0.352514213,0.23880954,0.007918739,1.374088944
3,29,0,-0.295081526,0.044659029,-0.798181894,-0.822484099,1.571923786,-1.950993493,-0.801567826,-0.980434587,-0.230945225,0.372148163,-2.339395501,1.075461559,-0.242400155,1.502118815,0.199325208,-0.8797517,0.378737119,-0.228892641,1.828411964,0.508204915,-0.224247069,-1.680915418,-0.581653099,0.199293632,0.357385005,1.636260298,0.214576567,0.833505268,-0.34736534,0.257031504,0.017299069,1.40796767
3,29,6,-0.255882606,0.007820362,-0.784674741,-0.726997718,1.573864919,-1.97904364,-0.803244863,-0.97384767,-0.258919853,0.465315453,-2.429085868,1.023787441,-0.261702932,1.479653392,0.223102311,-0.87833147,0.360737159,-0.185947549,1.819654412,0.529712167,-0.172602676,-1.646864468,-0.568292162,0.151255059,0.354385021,1.591320603,0.200928915,0.816441492,-0.360127428,0.273471751,-0.027212311,1.4413275
3,29,12,-0.314390312,-0.062130316,-0.782997098,-0.752094323,1.596072142,-1.91918595,-0.850377067,-0.962342934,-0.246179206,0.492686543,-2.473082597,0.977230318,-0.211596846,1.456780781,0.261619823,-0.862673083,0.437521222,-0.138678629,1.856942073,0.601797987,-0.164269256,-1.585730762,-0.614693337,0.069268674,0.363771586,1.528170222,0.155484553,0.806043027,-0.394060128,0.283744297,-0.022839706,1.470188302
3,29,18,-0.309862502,-0.062655909,-0.787283479,-0.745581332,1.582066794,-1.899349154,-0.854647531,-0.984730976,-0.273315011,0.588382658,-2.575033178,0.909353626,-0.261102352,1.41026689,0.25473189,-0.847024002,0.496183904,-0.092897946,1.869132122,0.608199987,-0.129330362,-1.536089895,-0.547576416,0.070391118,0.379243215,1.465897811,0.122926223,0.803496408,-0.38201812,0.295856711,-0.053100982,1.485469791
3,30,0,-0.359402157,-0.104139685,-0.830113907,-0.761782451,1.600663503,-1.843707387,-0.877755924,-0.903473523,-0.301113086,0.650690199,-2.607808298,0.872193949,-0.234222093,1.438529582,0.269145404,-0.80621519,0.582423329,-0.064512502,1.846788182,0.598018252,-0.117174787,-1.519430043,-0.56523598,-0.010365946,0.386605616,1.431826563,0.063736715,0.765857436,-0.398846698,0.315557462,-0.038711331,1.521974798
3,30,6,-0.347784959,-0.10151462,-0.8130837,-0.733367063,1.579223827,-1.840199273,-0.844760233,-0.913305788,-0.293285764,0.70698108,-2.66655373,0.867117733,-0.24978074,1.39547196,0.257218272,-0.761457719,0.561614276,-0.064042178,1.884374449,0.575562338,-0.125253968,-1.518195591,-0.507052265,-0.028212654,0.373375214,1.441849758,0.045281877,0.732005665,-0.403406895,0.320253158,-0.056475679,1.527403212
3,30,12,-0.408823893,-0.129807192,-0.813325745,-0.761826052,1.601487011,-1.758373748,-0.92351257,-0.880801525,-0.292210092,0.745786614,-2.627720969,0.845932888,-0.2323213,1.433626998,0.22526342,-0.738126209,0.637845147,-0.042578527,1.926433948,0.609846919,-0.146070169,-1.503370562,-0.518009569,-0.079735978,0.388767724,1.441880481,-0.013465372,0.657555352,-0.405870119,0.31780259,-0.085415032,1.52913553
3,30,18,-0.426463329,-0.127263767,-0.85129217,-0.773277723,1.598611821,-1.719109542,-0.946348212,-0.854209546,-0.305720201,0.757162223,-2.647160404,0.81336493,-0.301769711,1.370179347,0.184375489,-0.712389882,0.639569914,-0.035957237,1.957103122,0.575987092,-0.150834578,-1.461699173,-0.45854932,-0.077430153,0.428849889,1.487309467,-0.042622981,0.684871352,-0.384383183,0.320205173,-0.097637781,1.556529076
3,31,0,-0.430083423,-0.144611745,-0.814363803,-0.724258918,1.603227524,-1.690639789,-0.966412981,-0.806145382,-0.32168804,0.744980427,-2.675037381,0.822391961,-0.309876288,1.397709002,0.163444298,-0.672689227,0.675893505,-0.019770284,1.988187754,0.562887544,-0.130132807,-1.47269647,-0.450110959,-0.106435192,0.429696011,1.495496606,-0.072886218,0.627074562,-0.395869193,0.264611916,-0.117109966,1.545216956
3,31,6,-0.378717397,-0.107693734,-0.797725604,-0.667367548,1.548649809,-1.717862608,-0.977489175,-0.801833211,-0.321754502,0.749466691,-2.716866988,0.829145817,-0.333292839,1.377738547,0.109408027,-0.680341271,0.648884866,-0.010671773,2.031675699,0.515806088,-0.09701237,-1.45239464,-0.419740731,-0.097969416,0.475375336,1.493218826,-0.147073018,0.619357056,-0.35869145,0.263655784,-0.127814849,1.549930579
3,31,12,-0.424964891,-0.137232488,-0.78911573,-0.615440315,1.595089097,-1.713452651,-1.021954667,-0.794194922,-0.347853708,0.742756958,-2.696426195,0.864810267,-0.329028239,1.397377418,0.088228239,-0.68092643,0.701498896,0.079590837,2.039709939,0.497113378,-0.10342237,-1.447842313,-0.435624065,-0.054329192,0.484347085,1.457601069,-0.172681087,0.575748776,-0.34715303,0.192576313,-0.127947189,1.52314121
3,31,18,-0.489993623,-0.128534834,-0.771864465,-0.531954326,1.545548676,-1.742712091,-1.081614022,-0.790510244,-0.421957244,0.758009887,-2.736437892,0.813370122,-0.381146875,1.376623865,0.055529738,-0.63175821,0.733856457,0.14531459,2.046047743,0.460848285,-0.099843916,-1.438109057,-0.352374987,0.044466237,0.504349435,1.462374297,-0.206198264,0.608660692,-0.277776671,0.126560499,-0.091788841,1.493015038
4,1,0,-0.543762686,-0.15604561,-0.76462423,-0.50778459,1.566763372,-1.743291334,-1.097541416,-0.756972076,-0.423548908,0.741153735,-2.742575392,0.852285768,-0.383664649,1.403079147,-0.018469078,-0.63000581,0.805663631,0.208469479,2.025998943,0.402310466,-0.065301731,-1.430186617,-0.367195395,0.093649606,0.49817259,1.428608984,-0.153600848,0.57388876,-0.230491857,0.028723767,-0.102746,1.489039979
4,1,6,-0.547325628,-0.156756338,-0.707955847,-0.442904464,1.49496527,-1.743711098,-1.170429151,-0.788214403,-0.432402948,0.753804072,-2.793905307,0.818557088,-0.415693496,1.417128412,-0.036705843,-0.661102945,0.796321786,0.258249522,1.994788229,0.36874147,-0.055686953,-1.402355922,-0.308156924,0.180218037,0.523168044,1.438966564,-0.200236066,0.55994892,-0.172632015,-0.017010226,-0.041102955,1.489431116
4,1,12,-0.592188378,-0.179910001,-0.675540885,-0.418286701,1.523004211,-1.751725963,-1.256459646,-0.775408052,-0.403955873,0.745136491,-2.77319246,0.79908219,-0.413112336,1.434749962,-0.110633121,-0.645798572,0.876296698,0.288954828,1.970363669,0.438916618,-0.070466853,-1.355474878,-0.363170912,0.198361052,0.528211318,1.398650449,-0.213488964,0.540123166,-0.139733102,-0.088889363,0.011953931,1.473631478
4,1,18,-0.63143688,-0.165492013,-0.621015123,-0.317909695,1.438097784,-1.767983317,-1.345356305,-0.800598061,-0.406178428,0.780953265,-2.80143555,0.731221595,-0.475273889,1.420055481,-0.144278062,-0.65337883,0.887303311,0.297790898,1.917456375,0.432918057,-0.082435256,-1.324798713,-0.309621545,0.240563837,0.634659406,1.391810766,-0.204404484,0.573773445,-0.067890899,-0.13355901,0.021490241,1.484951601
4,2,0,-0.64990948,-0.177356964,-0.62878588,-0.247564906,1.430656367,-1.831412763,-1.310584111,-0.791891934,-0.36109721,0.749667466,-2.820967078,0.793634156,-0.457860698,1.465646983,-0.212342957,-0.661519262,0.906772444,0.336011465,1.884857092,0.457970419,-0.070926653,-1.270391857,-0.348030943,0.187242587,0.683571691,1.353112883,-0.191437252,0.528298223,0.028521099,-0.211384408,-0.008594425,1.446095902
4,2,6,-0.686568729,-0.155977044,-0.631611721,-0.183522846,1.369261121,-1.846614422,-1.371392167,-0.819571262,-0.305710264,0.756669566,-2.846477637,0.745563739,-0.475132393,1.457690269,-0.249049216,-0.691606374,0.944327085,0.309689792,1.819656591,0.431007815,-0.038303067,-1.222760303,-0.321198111,0.185541535,0.816396834,1.374253309,-0.173767392,0.512196859,0.115549458,-0.232212587,0.004612869,1.409058692
4,2,12,-0.691233824,-0.159033047,-0.560282756,-0.137272302,1.326631517,-1.89913191,-1.425920121,-0.876349096,-0.246706183,0.763070981,-2.839859635,0.776256318,-0.475624543,1.441817675,-0.295717761,-0.703879708,0.962846084,0.314433252,1.793996956,0.432116942,-0.017967551,-1.174870121,-0.33875051,0.157282908,0.870637805,1.348163281,-0.112910918,0.482885916,0.1649984,-0.236256213,-0.036464652,1.393092817
4,2,18,-0.702063976,-0.132572513,-0.547869345,-0.085515802,1.246374446,-1.947340702,-1.470598433,-0.882235778,-0.201535985,0.778281915,-2.850765872,0.734029494,-0.501247523,1.392980311,-0.317632283,-0.71039782,0.990196525,0.260498217,1.708079393,0.432267491,-0.018375921,-1.152462074,-0.32985048,0.194580463,1.001069539,1.357385778,-0.041391256,0.498080103,0.250376246,-0.260584358,-0.07990591,1.388146113
4,3,0,-0.681412565,-0.129079728,-0.600106479,-0.027007401,1.21395855,-1.981153276,-1.473000246,-0.904382515,-0.137340047,0.787071692,-2.810452356,0.789698076,-0.525906463,1.376641925,-0.323392595,-0.712291651,0.987134838,0.251011031,1.695488021,0.38827201,0.020093843,-1.13654337,-0.395280087,0.159092025,1.026905868,1.362501959,0.007952667,0.482627576,0.289690626,-0.309370642,-0.091115589,1.399694299
4,3,6,-0.670347062,-0.112923562,-0.607142987,0.022152756,1.100922795,-1.989039468,-1.506526926,-0.940794694,-0.035972015,0.749692756,-2.842812437,0.747353095,-0.544724996,1.343366394,-0.340449129,-0.698258475,1.004930039,0.163154133,1.699790191,0.380294807,0.044282865,-1.10545458,-0.397540907,0.186405537,1.096296752,1.339799664,0.053831858,0.46821036,0.381626752,-0.30206228,-0.096941409,1.408880173
4,3,12,-0.673891803,-0.156904572,-0.571916266,0.064441795,1.056523802,-2.034377508,-1.535404204,-0.928227768,0.012688415,0.749627796,-2.822792656,0.784963644,-0.483935675,1.314863155,-0.326843441,-0.70984278,1.010060126,0.131479052,1.690214763,0.411876771,0.035069162,-1.123540041,-0.401150438,0.147375142,1.067510167,1.347318118,0.081333079,0.476728094,0.388430484,-0.323072707,-0.103695169,1.425091464
4,3,18,-0.669911192,-0.148076284,-0.583912898,0.089790898,0.997190594,-2.047089745,-1.514840022,-0.94717928,0.037470926,0.704690723,-2.855817025,0.776417738,-0.458264843,1.279620002,-0.326456329,-0.661785269,0.979874181,0.082931214,1.686809586,0.439757655,0.064762216,-1.139016877,-0.399998996,0.212373424,1.093052789,1.348818575,0.101818391,0.511431743,0.428273142,-0.336119851,-0.171636851,1.425021665
4,4,0,-0.688151519,-0.190689001,-0.619696604,0.172290332,0.979416566,-2.044043266,-1.520938425,-0.938599165,0.066724463,0.70618678,-2.833496501,0.768414931,-0.416379954,1.255478678,-0.313711242,-0.648665878,0.992007704,0.050641977,1.674804389,0.471820865,0.079266831,-1.195275747,-0.436859584,0.176966355,1.065837191,1.348169266,0.118862156,0.500902128,0.468771699,-0.341292041,-0.158699942,1.449936558
4,4,6,-0.702331064,-0.19204741,-0.638928141,0.222603575,0.873297749,-1.998449738,-1.527698457,-0.973598708,0.103724757,0.704169564,-2.86060444,0.75156298,-0.432775056,1.196446254,-0.275958147,-0.630800747,0.983530881,0.064457262,1.630277047,0.493704702,0.109084176,-1.259430575,-0.436644542,0.19729368,1.084371363,1.364490461,0.108291598,0.505564868,0.552058668,-0.323099289,-0.169975261,1.477411989
4,4,12,-0.673648288,-0.235397586,-0.702179671,0.237093935,0.852855749,-1.978354107,-1.531722964,-0.943383776,0.124624807,0.713370071,-2.846347451,0.815855544,-0.39009722,1.175299271,-0.242470208,-0.619718293,0.985008403,0.078085465,1.643206278,0.516150494,0.099304954,-1.294497327,-0.464727348,0.14659726,1.083306216,1.358831107,0.03056655,0.496348074,0.556818253,-0.316032,-0.166458476,1.491712285
4,4,18,-0.686196022,-0.21893748,-0.713641177,0.241680372,0.791826489,-1.955206957,-1.519047137,-0.970058406,0.128625641,0.696794404,-2.8637418,0.773473286,-0.385692563,1.105991822,-0.214631708,-0.641063665,0.978918594,0.162424901,1.601288717,0.587803723,0.107827155,-1.346447317,-0.476994516,0.196637677,1.112099331,1.327525152,0.010248033,0.4999782,0.605275549,-0.287117214,-0.187978228,1.538335146
4,5,0,-0.676635,-0.270248981,-0.742987529,0.233385574,0.784671415,-1.960981757,-1.561204368,-0.911775245,0.16298978,0.670372849,-2.845524873,0.785563679,-0.303424996,1.107507568,-0.181678983,-0.655609487,0.964898997,0.192097437,1.583468646,0.57267793,0.102632311,-1.373805971,-0.519626856,0.170535868,1.096577432,1.316001658,-0.044877559,0.506124224,0.630754553,-0.240447854,-0.16771499,1.576284523
4,5,6,-0.696087824,-0.245683636,-0.70166564,0.211179387,0.694973971,-1.948886389,-1.58449903,-0.914960867,0.171275019,0.715455129,-2.864473434,0.755086143,-0.270937878,1.027667641,-0.139346627,-0.693911575,0.944745439,0.202977325,1.534409821,0.586422372,0.100605731,-1.406922879,-0.512121432,0.234886405,1.129006116,1.309830674,-0.056114816,0.489435226,0.701520785,-0.208455329,-0.178685051,1.613275224
4,5,12,-0.677347667,-0.286930805,-0.693086219,0.194318377,0.677300639,-1.946575556,-1.641686842,-0.879362881,0.159975773,0.700803565,-2.814887781,0.744828797,-0.219129071,1.00217821,-0.077068031,-0.740362009,1.025684163,0.213230567,1.505057104,0.592932984,0.08300745,-1.433575026,-0.549367107,0.212474698,1.110888654,1.277593748,-0.139547015,0.495445926,0.732519402,-0.153044786,-0.145745994,1.669476734
4,5,18,-0.667308611,-0.289854994,-0.656856126,0.201652717,0.61315793,-1.954334816,-1.66296916,-0.884159473,0.151543678,0.696403544,-2.806383322,0.663753839,-0.231754419,0.948637336,0.0140624,-0.787408033,1.043648555,0.221631927,1.401610619,0.583456907,0.092250532,-1.477545881,-0.525403272,0.272225482,1.157624536,1.245002715,-0.172210782,0.494724222,0.795826186,-0.09592202,-0.131100148,1.745997933
4,6,0,-0.6337824,-0.304574695,-0.648545332,0.188142142,0.591981674,-1.947733396,-1.718170787,-0.85676658,0.170667542,0.663498345,-2.759425107,0.643312637,-0.203725665,0.913458682,0.088220972,-0.783726149,1.065460652,0.211909515,1.372375451,0.594213842,0.082996361,-1.522776615,-0.563198912,0.262203171,1.148729384,1.230254056,-0.225238307,0.491123467,0.823061973,-0.087329889,-0.096588237,1.809972208
4,6,6,-0.571366566,-0.291835193,-0.602316567,0.200416707,0.547985603,-1.94697635,-1.784741179,-0.85861446,0.181362632,0.670886467,-2.749602486,0.588413953,-0.240478218,0.82587664,0.154809614,-0.851068087,1.093176347,0.206881424,1.270754425,0.608926938,0.09358839,-1.520120794,-0.545441871,0.298668119,1.119403975,1.240518723,-0.241966768,0.476021118,0.890697456,-0.042801423,-0.087749734,1.866691165
4,6,12,-0.553118822,-0.319887825,-0.559216783,0.14246312,0.608048842,-1.917800883,-1.851650026,-0.874102962,0.205018161,0.699770677,-2.716607362,0.558123759,-0.25128244,0.777890039,0.23537254,-0.856236339,1.186702041,0.176679628,1.194322369,0.630596217,0.099240849,-1.544102558,-0.507063956,0.284084711,1.091636484,1.211699625,-0.274007792,0.422089279,0.919585244,-0.074825024,-0.034814717,1.891393903
4,6,18,-0.469658427,-0.335248658,-0.531337788,0.136567001,0.571618133,-1.910891547,-1.873238539,-0.843710885,0.213359869,0.710435778,-2.744344724,0.507701273,-0.364658655,0.722990297,0.286295822,-0.836371893,1.217327017,0.183391309,1.117143034,0.641917559,0.104750082,-1.540553178,-0.456614809,0.32957859,1.062693959,1.242978646,-0.270295079,0.377758028,0.999368279,-0.136235593,-0.011620718,1.898905816
4,7,0,-0.446697987,-0.357654886,-0.592486825,0.080462743,0.573985301,-1.938327325,-1.936274861,-0.794914989,0.22027397,0.750519001,-2.673224473,0.545068139,-0.351303007,0.758910955,0.326101958,-0.804069049,1.260663232,0.196650676,1.069823044,0.631841348,0.074784779,-1.550093515,-0.42844392,0.282797997,1.012369339,1.267586778,-0.284514952,0.341679292,1.037387418,-0.198948771,0.041993889,1.884054702
4,7,6,-0.409617609,-0.405049075,-0.548364109,0.086938916,0.57146665,-1.957722069,-1.951795452,-0.785440543,0.250216522,0.774729582,-2.633803991,0.515601935,-0.445310267,0.751092099,0.362296955,-0.804881015,1.284543107,0.185398241,1.024713753,0.630496039,0.060899277,-1.532791961,-0.395260573,0.287791009,0.977376636,1.287522391,-0.289566354,0.303048852,1.099703619,-0.253669621,0.068445286,1.89099177
4,7,12,-0.399977703,-0.404396386,-0.517951303,-0.010184072,0.602180304,-1.966639494,-1.982310516,-0.782664301,0.258151301,0.800427466,-2.579985766,0.560279983,-0.43230428,0.776134987,0.431622524,-0.768759051,1.314002575,0.183694981,1.000692716,0.60236241,0.041119244,-1.55378705,-0.415222244,0.239028485,0.958066566,1.266462555,-0.272898085,0.266395888,1.136527556,-0.327781798,0.094586738,1.883125768
4,7,18,-0.325974058,-0.458049559,-0.496416828,-0.050165017,0.5939437,-2.004842158,-1.951751959,-0.816790107,0.265168843,0.77922386,-2.571802631,0.551815841,-0.486260487,0.787723388,0.425375786,-0.737048691,1.268975784,0.180716662,0.969832875,0.632217318,0.049926838,-1.542589108,-0.353716353,0.219060472,0.936724909,1.304948658,-0.234401835,0.245744847,1.1859023,-0.393289083,0.12916366,1.896632135
4,8,0,-0.295538426,-0.489858235,-0.506102816,-0.110053815,0.59435381,-2.013134915,-1.939370901,-0.848945566,0.245299875,0.781557483,-2.512965635,0.638618719,-0.431999724,0.821542604,0.444272065,-0.758983357,1.278459364,0.176890588,0.967487172,0.606222215,0.04451942,-1.538953159,-0.380027198,0.171512279,0.925574606,1.316212034,-0.180675978,0.20432943,1.204323292,-0.468525838,0.151903922,1.902056685
4,8,6,-0.221697055,-0.504687901,-0.475109919,-0.162520316,0.568519193,-2.031157522,-1.925584549,-0.860796003,0.266289877,0.799264836,-2.496428473,0.636510493,-0.515369711,0.810636102,0.46893092,-0.748196709,1.198051206,0.165568179,0.965993544,0.59063827,0.037541673,-1.528531958,-0.381566758,0.1685003,0.913968807,1.321140491,-0.151978763,0.253268461,1.246253794,-0.501680463,0.159814419,1.934415535
